format_version	1
tensor	attention_mask	F32	28832	64	1,1,4,4
tensor	embedding_output	F32	28896	32768	4,2048
tensor	input_ids	I64	22368	32	4
tensor	layer0_attention_output	F32	61664	32768	4,2048
tensor	layer0_block_output	F32	94432	32768	4,2048
tensor	layer0_input	F32	127200	32768	4,2048
tensor	layer0_input_rmsnorm	F32	159968	32768	4,2048
tensor	layer0_moe_output	F32	192736	32768	4,2048
tensor	layer0_post_attention_rmsnorm	F32	225504	32768	4,2048
tensor	layer0_residual_output	F32	258272	32768	4,2048
tensor	layer0_router_logits	F32	291040	2048	4,128
tensor	layer0_routing_weights	F32	293088	128	4,8
tensor	layer0_selected_expert_ids	I64	22400	256	4,8
tensor	layer10_attention_output	F32	293216	32768	4,2048
tensor	layer10_block_output	F32	325984	32768	4,2048
tensor	layer10_input	F32	358752	32768	4,2048
tensor	layer10_input_rmsnorm	F32	391520	32768	4,2048
tensor	layer10_moe_output	F32	424288	32768	4,2048
tensor	layer10_post_attention_rmsnorm	F32	457056	32768	4,2048
tensor	layer10_residual_output	F32	489824	32768	4,2048
tensor	layer10_router_logits	F32	522592	2048	4,128
tensor	layer10_routing_weights	F32	524640	128	4,8
tensor	layer10_selected_expert_ids	I64	22656	256	4,8
tensor	layer11_attention_output	F32	524768	32768	4,2048
tensor	layer11_block_output	F32	557536	32768	4,2048
tensor	layer11_input	F32	590304	32768	4,2048
tensor	layer11_input_rmsnorm	F32	623072	32768	4,2048
tensor	layer11_moe_output	F32	655840	32768	4,2048
tensor	layer11_post_attention_rmsnorm	F32	688608	32768	4,2048
tensor	layer11_residual_output	F32	721376	32768	4,2048
tensor	layer11_router_logits	F32	754144	2048	4,128
tensor	layer11_routing_weights	F32	756192	128	4,8
tensor	layer11_selected_expert_ids	I64	22912	256	4,8
tensor	layer12_attention_output	F32	756320	32768	4,2048
tensor	layer12_block_output	F32	789088	32768	4,2048
tensor	layer12_input	F32	821856	32768	4,2048
tensor	layer12_input_rmsnorm	F32	854624	32768	4,2048
tensor	layer12_moe_output	F32	887392	32768	4,2048
tensor	layer12_post_attention_rmsnorm	F32	920160	32768	4,2048
tensor	layer12_residual_output	F32	952928	32768	4,2048
tensor	layer12_router_logits	F32	985696	2048	4,128
tensor	layer12_routing_weights	F32	987744	128	4,8
tensor	layer12_selected_expert_ids	I64	23168	256	4,8
tensor	layer13_attention_output	F32	987872	32768	4,2048
tensor	layer13_block_output	F32	1020640	32768	4,2048
tensor	layer13_input	F32	1053408	32768	4,2048
tensor	layer13_input_rmsnorm	F32	1086176	32768	4,2048
tensor	layer13_moe_output	F32	1118944	32768	4,2048
tensor	layer13_post_attention_rmsnorm	F32	1151712	32768	4,2048
tensor	layer13_residual_output	F32	1184480	32768	4,2048
tensor	layer13_router_logits	F32	1217248	2048	4,128
tensor	layer13_routing_weights	F32	1219296	128	4,8
tensor	layer13_selected_expert_ids	I64	23424	256	4,8
tensor	layer14_attention_output	F32	1219424	32768	4,2048
tensor	layer14_block_output	F32	1252192	32768	4,2048
tensor	layer14_input	F32	1284960	32768	4,2048
tensor	layer14_input_rmsnorm	F32	1317728	32768	4,2048
tensor	layer14_moe_output	F32	1350496	32768	4,2048
tensor	layer14_post_attention_rmsnorm	F32	1383264	32768	4,2048
tensor	layer14_residual_output	F32	1416032	32768	4,2048
tensor	layer14_router_logits	F32	1448800	2048	4,128
tensor	layer14_routing_weights	F32	1450848	128	4,8
tensor	layer14_selected_expert_ids	I64	23680	256	4,8
tensor	layer15_attention_output	F32	1450976	32768	4,2048
tensor	layer15_block_output	F32	1483744	32768	4,2048
tensor	layer15_input	F32	1516512	32768	4,2048
tensor	layer15_input_rmsnorm	F32	1549280	32768	4,2048
tensor	layer15_moe_output	F32	1582048	32768	4,2048
tensor	layer15_post_attention_rmsnorm	F32	1614816	32768	4,2048
tensor	layer15_residual_output	F32	1647584	32768	4,2048
tensor	layer15_router_logits	F32	1680352	2048	4,128
tensor	layer15_routing_weights	F32	1682400	128	4,8
tensor	layer15_selected_expert_ids	I64	23936	256	4,8
tensor	layer16_attention_output	F32	1682528	32768	4,2048
tensor	layer16_block_output	F32	1715296	32768	4,2048
tensor	layer16_input	F32	1748064	32768	4,2048
tensor	layer16_input_rmsnorm	F32	1780832	32768	4,2048
tensor	layer16_moe_output	F32	1813600	32768	4,2048
tensor	layer16_post_attention_rmsnorm	F32	1846368	32768	4,2048
tensor	layer16_residual_output	F32	1879136	32768	4,2048
tensor	layer16_router_logits	F32	1911904	2048	4,128
tensor	layer16_routing_weights	F32	1913952	128	4,8
tensor	layer16_selected_expert_ids	I64	24192	256	4,8
tensor	layer17_attention_output	F32	1914080	32768	4,2048
tensor	layer17_block_output	F32	1946848	32768	4,2048
tensor	layer17_input	F32	1979616	32768	4,2048
tensor	layer17_input_rmsnorm	F32	2012384	32768	4,2048
tensor	layer17_moe_output	F32	2045152	32768	4,2048
tensor	layer17_post_attention_rmsnorm	F32	2077920	32768	4,2048
tensor	layer17_residual_output	F32	2110688	32768	4,2048
tensor	layer17_router_logits	F32	2143456	2048	4,128
tensor	layer17_routing_weights	F32	2145504	128	4,8
tensor	layer17_selected_expert_ids	I64	24448	256	4,8
tensor	layer18_attention_output	F32	2145632	32768	4,2048
tensor	layer18_block_output	F32	2178400	32768	4,2048
tensor	layer18_input	F32	2211168	32768	4,2048
tensor	layer18_input_rmsnorm	F32	2243936	32768	4,2048
tensor	layer18_moe_output	F32	2276704	32768	4,2048
tensor	layer18_post_attention_rmsnorm	F32	2309472	32768	4,2048
tensor	layer18_residual_output	F32	2342240	32768	4,2048
tensor	layer18_router_logits	F32	2375008	2048	4,128
tensor	layer18_routing_weights	F32	2377056	128	4,8
tensor	layer18_selected_expert_ids	I64	24704	256	4,8
tensor	layer19_attention_output	F32	2377184	32768	4,2048
tensor	layer19_block_output	F32	2409952	32768	4,2048
tensor	layer19_input	F32	2442720	32768	4,2048
tensor	layer19_input_rmsnorm	F32	2475488	32768	4,2048
tensor	layer19_moe_output	F32	2508256	32768	4,2048
tensor	layer19_post_attention_rmsnorm	F32	2541024	32768	4,2048
tensor	layer19_residual_output	F32	2573792	32768	4,2048
tensor	layer19_router_logits	F32	2606560	2048	4,128
tensor	layer19_routing_weights	F32	2608608	128	4,8
tensor	layer19_selected_expert_ids	I64	24960	256	4,8
tensor	layer1_attention_output	F32	2608736	32768	4,2048
tensor	layer1_block_output	F32	2641504	32768	4,2048
tensor	layer1_input	F32	2674272	32768	4,2048
tensor	layer1_input_rmsnorm	F32	2707040	32768	4,2048
tensor	layer1_moe_output	F32	2739808	32768	4,2048
tensor	layer1_post_attention_rmsnorm	F32	2772576	32768	4,2048
tensor	layer1_residual_output	F32	2805344	32768	4,2048
tensor	layer1_router_logits	F32	2838112	2048	4,128
tensor	layer1_routing_weights	F32	2840160	128	4,8
tensor	layer1_selected_expert_ids	I64	25216	256	4,8
tensor	layer20_attention_output	F32	2840288	32768	4,2048
tensor	layer20_block_output	F32	2873056	32768	4,2048
tensor	layer20_input	F32	2905824	32768	4,2048
tensor	layer20_input_rmsnorm	F32	2938592	32768	4,2048
tensor	layer20_moe_output	F32	2971360	32768	4,2048
tensor	layer20_post_attention_rmsnorm	F32	3004128	32768	4,2048
tensor	layer20_residual_output	F32	3036896	32768	4,2048
tensor	layer20_router_logits	F32	3069664	2048	4,128
tensor	layer20_routing_weights	F32	3071712	128	4,8
tensor	layer20_selected_expert_ids	I64	25472	256	4,8
tensor	layer21_attention_output	F32	3071840	32768	4,2048
tensor	layer21_block_output	F32	3104608	32768	4,2048
tensor	layer21_input	F32	3137376	32768	4,2048
tensor	layer21_input_rmsnorm	F32	3170144	32768	4,2048
tensor	layer21_moe_output	F32	3202912	32768	4,2048
tensor	layer21_post_attention_rmsnorm	F32	3235680	32768	4,2048
tensor	layer21_residual_output	F32	3268448	32768	4,2048
tensor	layer21_router_logits	F32	3301216	2048	4,128
tensor	layer21_routing_weights	F32	3303264	128	4,8
tensor	layer21_selected_expert_ids	I64	25728	256	4,8
tensor	layer22_attention_output	F32	3303392	32768	4,2048
tensor	layer22_block_output	F32	3336160	32768	4,2048
tensor	layer22_input	F32	3368928	32768	4,2048
tensor	layer22_input_rmsnorm	F32	3401696	32768	4,2048
tensor	layer22_moe_output	F32	3434464	32768	4,2048
tensor	layer22_post_attention_rmsnorm	F32	3467232	32768	4,2048
tensor	layer22_residual_output	F32	3500000	32768	4,2048
tensor	layer22_router_logits	F32	3532768	2048	4,128
tensor	layer22_routing_weights	F32	3534816	128	4,8
tensor	layer22_selected_expert_ids	I64	25984	256	4,8
tensor	layer23_attention_output	F32	3534944	32768	4,2048
tensor	layer23_block_output	F32	3567712	32768	4,2048
tensor	layer23_input	F32	3600480	32768	4,2048
tensor	layer23_input_rmsnorm	F32	3633248	32768	4,2048
tensor	layer23_moe_output	F32	3666016	32768	4,2048
tensor	layer23_post_attention_rmsnorm	F32	3698784	32768	4,2048
tensor	layer23_residual_output	F32	3731552	32768	4,2048
tensor	layer23_router_logits	F32	3764320	2048	4,128
tensor	layer23_routing_weights	F32	3766368	128	4,8
tensor	layer23_selected_expert_ids	I64	26240	256	4,8
tensor	layer24_attention_output	F32	3766496	32768	4,2048
tensor	layer24_input	F32	3799264	32768	4,2048
tensor	layer24_input_rmsnorm	F32	3832032	32768	4,2048
tensor	layer24_post_attention_rmsnorm	F32	3864800	32768	4,2048
tensor	layer24_residual_output	F32	3897568	32768	4,2048
tensor	layer24_router_logits	F32	3930336	2048	4,128
tensor	layer24_routing_weights	F32	3932384	128	4,8
tensor	layer24_selected_expert_ids	I64	26496	256	4,8
tensor	layer2_attention_output	F32	3932512	32768	4,2048
tensor	layer2_block_output	F32	3965280	32768	4,2048
tensor	layer2_input	F32	3998048	32768	4,2048
tensor	layer2_input_rmsnorm	F32	4030816	32768	4,2048
tensor	layer2_moe_output	F32	4063584	32768	4,2048
tensor	layer2_post_attention_rmsnorm	F32	4096352	32768	4,2048
tensor	layer2_residual_output	F32	4129120	32768	4,2048
tensor	layer2_router_logits	F32	4161888	2048	4,128
tensor	layer2_routing_weights	F32	4163936	128	4,8
tensor	layer2_selected_expert_ids	I64	26752	256	4,8
tensor	layer3_attention_output	F32	4164064	32768	4,2048
tensor	layer3_block_output	F32	4196832	32768	4,2048
tensor	layer3_input	F32	4229600	32768	4,2048
tensor	layer3_input_rmsnorm	F32	4262368	32768	4,2048
tensor	layer3_moe_output	F32	4295136	32768	4,2048
tensor	layer3_post_attention_rmsnorm	F32	4327904	32768	4,2048
tensor	layer3_residual_output	F32	4360672	32768	4,2048
tensor	layer3_router_logits	F32	4393440	2048	4,128
tensor	layer3_routing_weights	F32	4395488	128	4,8
tensor	layer3_selected_expert_ids	I64	27008	256	4,8
tensor	layer4_attention_output	F32	4395616	32768	4,2048
tensor	layer4_block_output	F32	4428384	32768	4,2048
tensor	layer4_input	F32	4461152	32768	4,2048
tensor	layer4_input_rmsnorm	F32	4493920	32768	4,2048
tensor	layer4_moe_output	F32	4526688	32768	4,2048
tensor	layer4_post_attention_rmsnorm	F32	4559456	32768	4,2048
tensor	layer4_residual_output	F32	4592224	32768	4,2048
tensor	layer4_router_logits	F32	4624992	2048	4,128
tensor	layer4_routing_weights	F32	4627040	128	4,8
tensor	layer4_selected_expert_ids	I64	27264	256	4,8
tensor	layer5_attention_output	F32	4627168	32768	4,2048
tensor	layer5_block_output	F32	4659936	32768	4,2048
tensor	layer5_input	F32	4692704	32768	4,2048
tensor	layer5_input_rmsnorm	F32	4725472	32768	4,2048
tensor	layer5_moe_output	F32	4758240	32768	4,2048
tensor	layer5_post_attention_rmsnorm	F32	4791008	32768	4,2048
tensor	layer5_residual_output	F32	4823776	32768	4,2048
tensor	layer5_router_logits	F32	4856544	2048	4,128
tensor	layer5_routing_weights	F32	4858592	128	4,8
tensor	layer5_selected_expert_ids	I64	27520	256	4,8
tensor	layer6_attention_output	F32	4858720	32768	4,2048
tensor	layer6_block_output	F32	4891488	32768	4,2048
tensor	layer6_input	F32	4924256	32768	4,2048
tensor	layer6_input_rmsnorm	F32	4957024	32768	4,2048
tensor	layer6_moe_output	F32	4989792	32768	4,2048
tensor	layer6_post_attention_rmsnorm	F32	5022560	32768	4,2048
tensor	layer6_residual_output	F32	5055328	32768	4,2048
tensor	layer6_router_logits	F32	5088096	2048	4,128
tensor	layer6_routing_weights	F32	5090144	128	4,8
tensor	layer6_selected_expert_ids	I64	27776	256	4,8
tensor	layer7_attention_output	F32	5090272	32768	4,2048
tensor	layer7_block_output	F32	5123040	32768	4,2048
tensor	layer7_input	F32	5155808	32768	4,2048
tensor	layer7_input_rmsnorm	F32	5188576	32768	4,2048
tensor	layer7_moe_output	F32	5221344	32768	4,2048
tensor	layer7_post_attention_rmsnorm	F32	5254112	32768	4,2048
tensor	layer7_residual_output	F32	5286880	32768	4,2048
tensor	layer7_router_logits	F32	5319648	2048	4,128
tensor	layer7_routing_weights	F32	5321696	128	4,8
tensor	layer7_selected_expert_ids	I64	28032	256	4,8
tensor	layer8_attention_output	F32	5321824	32768	4,2048
tensor	layer8_block_output	F32	5354592	32768	4,2048
tensor	layer8_input	F32	5387360	32768	4,2048
tensor	layer8_input_rmsnorm	F32	5420128	32768	4,2048
tensor	layer8_moe_output	F32	5452896	32768	4,2048
tensor	layer8_post_attention_rmsnorm	F32	5485664	32768	4,2048
tensor	layer8_residual_output	F32	5518432	32768	4,2048
tensor	layer8_router_logits	F32	5551200	2048	4,128
tensor	layer8_routing_weights	F32	5553248	128	4,8
tensor	layer8_selected_expert_ids	I64	28288	256	4,8
tensor	layer9_attention_output	F32	5553376	32768	4,2048
tensor	layer9_block_output	F32	5586144	32768	4,2048
tensor	layer9_input	F32	5618912	32768	4,2048
tensor	layer9_input_rmsnorm	F32	5651680	32768	4,2048
tensor	layer9_moe_output	F32	5684448	32768	4,2048
tensor	layer9_post_attention_rmsnorm	F32	5717216	32768	4,2048
tensor	layer9_residual_output	F32	5749984	32768	4,2048
tensor	layer9_router_logits	F32	5782752	2048	4,128
tensor	layer9_routing_weights	F32	5784800	128	4,8
tensor	layer9_selected_expert_ids	I64	28544	256	4,8
tensor	position_ids	I64	28800	32	4
