format_version	1
model_id	Qwen/Qwen3-30B-A3B
revision	ad44e777bcd18fa416d9da3bd8f70d33ebb85d39
root_manifest_sha256	f133d733612840ad691d637732d4ef2de1e0242c4bb1d92521b49dfcfb1b8cd2
artifact_component	experts
shard	0	experts-layer-00000-of-00048.bin	2415919104	73c9afd85e34498480faa50460f040f6e3d3d48de9aa3590d5ac2ef6dfff9d23
expert	0	0	layer.0.expert.0	experts-layer-00000-of-00048.bin	0	18874368	9ad8ae7d1440a41908573a684a08ebbfbf5803b0b65f576ef1977e44390fccb7
expert	0	1	layer.0.expert.1	experts-layer-00000-of-00048.bin	18874368	18874368	931f99192996719d32fa06af61e9e770834068a4a12ca2eb97ce6f2d9539363a
expert	0	2	layer.0.expert.2	experts-layer-00000-of-00048.bin	37748736	18874368	50b1daba5a838e091a60bac706d8b5bfe66d2faa8e4d1caba6e124817490ed49
expert	0	3	layer.0.expert.3	experts-layer-00000-of-00048.bin	56623104	18874368	7f099075d2887f43cb5feebc3fd09924e3f1b4f14934389df0ba5f4e4d29ede7
expert	0	4	layer.0.expert.4	experts-layer-00000-of-00048.bin	75497472	18874368	3edd2544925d73ce7e2d895b2772858fb54f8e13cd6726a952d631865f54c13d
expert	0	5	layer.0.expert.5	experts-layer-00000-of-00048.bin	94371840	18874368	e3f77471a882e6021519b97fc53ecc48d475c6ab58a48e328404042803bf521d
expert	0	6	layer.0.expert.6	experts-layer-00000-of-00048.bin	113246208	18874368	3c68de0469c29879348f00b712a569044fdd23aeec34c3d1132fb5fffac60cd4
expert	0	7	layer.0.expert.7	experts-layer-00000-of-00048.bin	132120576	18874368	ac19314c7846ac2e40d9a84d58aedf06013c91cc9b86e50281a607ab809ad9ab
expert	0	8	layer.0.expert.8	experts-layer-00000-of-00048.bin	150994944	18874368	ba5c6d51c0aee7d64107633171d3d71c28ca726c0d9fbdc95c109329483adbd7
expert	0	9	layer.0.expert.9	experts-layer-00000-of-00048.bin	169869312	18874368	c30e4c930ef66f51088c935eb3306064ee981dfd964dc42e6eecdc89c0cd535e
expert	0	10	layer.0.expert.10	experts-layer-00000-of-00048.bin	188743680	18874368	d7d66278d8bf03cfd4d3feb4eaaf1de7603d5fcd40d49c1aaea2157c0aea005d
expert	0	11	layer.0.expert.11	experts-layer-00000-of-00048.bin	207618048	18874368	b740775753ca79ad8f2c35c46458f43acf70fb5cdbc121cb4ae3784a1ff70fc0
expert	0	12	layer.0.expert.12	experts-layer-00000-of-00048.bin	226492416	18874368	d392283d5dee0c770090f04b2797739a1e2b81cce55ed7a382b624d1a480aabf
expert	0	13	layer.0.expert.13	experts-layer-00000-of-00048.bin	245366784	18874368	0f724ec69ae50d738420a3e5930d452ed96601031c1c5d2d521e0956e3046ffd
expert	0	14	layer.0.expert.14	experts-layer-00000-of-00048.bin	264241152	18874368	2f0d789038bd4edb7c320d4e56959bf43b3e002bddfb26d2a86c377df21b6787
expert	0	15	layer.0.expert.15	experts-layer-00000-of-00048.bin	283115520	18874368	140ca92da1d2284314cbb32f4e7317af628de0b7f480ea7dca952675c5db7463
expert	0	16	layer.0.expert.16	experts-layer-00000-of-00048.bin	301989888	18874368	ea1cfe0c05f67ebd4a2f274bb51f4cbc8df4638c94777ca4d015c37ad3d32f06
expert	0	17	layer.0.expert.17	experts-layer-00000-of-00048.bin	320864256	18874368	e37726176aba60c4ba64319d4a867c7d46a669a7b2c5d718bd15a30b4cdaf49e
expert	0	18	layer.0.expert.18	experts-layer-00000-of-00048.bin	339738624	18874368	63741d5ab60ba085d48328ed3e3abaca2f7b3e329d904fd1a11c04930d7e8b95
expert	0	19	layer.0.expert.19	experts-layer-00000-of-00048.bin	358612992	18874368	29865a3e4ce8222f11c5f9b49790bb2530cb06787bcabee97ef834beea5010d5
expert	0	20	layer.0.expert.20	experts-layer-00000-of-00048.bin	377487360	18874368	5a008abffeda736286fce91b690f3e4ead392dd1ea3fd669c51252dbb8dac425
expert	0	21	layer.0.expert.21	experts-layer-00000-of-00048.bin	396361728	18874368	e3f34575b7a2c6b36b9c4312dab551424cc6fb3ed399d2584af8a9d260caa9d9
expert	0	22	layer.0.expert.22	experts-layer-00000-of-00048.bin	415236096	18874368	4625cedde66c0fdccc342c2485aaaa29753fbfcd76130d6e78e5e6df65542adf
expert	0	23	layer.0.expert.23	experts-layer-00000-of-00048.bin	434110464	18874368	ad1d258b7cbf787ff63f5e5e9a5014ecd9834334a37f723982fef392f119d77b
expert	0	24	layer.0.expert.24	experts-layer-00000-of-00048.bin	452984832	18874368	44fd7eecd5e70fe746811c0489ff50c0e8afff2eb518cc672ecb20b691a0c56a
expert	0	25	layer.0.expert.25	experts-layer-00000-of-00048.bin	471859200	18874368	ff5ef782a1cd716d18a1360312c634a19f9ae4bbfebd32b216445022b3a31052
expert	0	26	layer.0.expert.26	experts-layer-00000-of-00048.bin	490733568	18874368	4224156199803621952d433d882d30c6274a1dc6cfc079235a2e6c0a40bd8e9e
expert	0	27	layer.0.expert.27	experts-layer-00000-of-00048.bin	509607936	18874368	42017bef3f8f84f1f570c1bbf4318fd9bffe7654444fa34dcfb564ce7b2f9aa6
