format_version	1
tensor	attention_mask	F32	55464	64	1,1,4,4
tensor	embedding_output	F32	55528	32768	4,2048
tensor	input_ids	I64	43112	32	4
tensor	layer0_attention_output	F32	88296	32768	4,2048
tensor	layer0_block_output	F32	121064	32768	4,2048
tensor	layer0_input	F32	153832	32768	4,2048
tensor	layer0_input_rmsnorm	F32	186600	32768	4,2048
tensor	layer0_moe_output	F32	219368	32768	4,2048
tensor	layer0_post_attention_rmsnorm	F32	252136	32768	4,2048
tensor	layer0_residual_output	F32	284904	32768	4,2048
tensor	layer0_router_logits	F32	317672	2048	4,128
tensor	layer0_routing_weights	F32	319720	128	4,8
tensor	layer0_selected_expert_ids	I64	43144	256	4,8
tensor	layer10_attention_output	F32	319848	32768	4,2048
tensor	layer10_block_output	F32	352616	32768	4,2048
tensor	layer10_input	F32	385384	32768	4,2048
tensor	layer10_input_rmsnorm	F32	418152	32768	4,2048
tensor	layer10_moe_output	F32	450920	32768	4,2048
tensor	layer10_post_attention_rmsnorm	F32	483688	32768	4,2048
tensor	layer10_residual_output	F32	516456	32768	4,2048
tensor	layer10_router_logits	F32	549224	2048	4,128
tensor	layer10_routing_weights	F32	551272	128	4,8
tensor	layer10_selected_expert_ids	I64	43400	256	4,8
tensor	layer11_attention_output	F32	551400	32768	4,2048
tensor	layer11_block_output	F32	584168	32768	4,2048
tensor	layer11_input	F32	616936	32768	4,2048
tensor	layer11_input_rmsnorm	F32	649704	32768	4,2048
tensor	layer11_moe_output	F32	682472	32768	4,2048
tensor	layer11_post_attention_rmsnorm	F32	715240	32768	4,2048
tensor	layer11_residual_output	F32	748008	32768	4,2048
tensor	layer11_router_logits	F32	780776	2048	4,128
tensor	layer11_routing_weights	F32	782824	128	4,8
tensor	layer11_selected_expert_ids	I64	43656	256	4,8
tensor	layer12_attention_output	F32	782952	32768	4,2048
tensor	layer12_block_output	F32	815720	32768	4,2048
tensor	layer12_input	F32	848488	32768	4,2048
tensor	layer12_input_rmsnorm	F32	881256	32768	4,2048
tensor	layer12_moe_output	F32	914024	32768	4,2048
tensor	layer12_post_attention_rmsnorm	F32	946792	32768	4,2048
tensor	layer12_residual_output	F32	979560	32768	4,2048
tensor	layer12_router_logits	F32	1012328	2048	4,128
tensor	layer12_routing_weights	F32	1014376	128	4,8
tensor	layer12_selected_expert_ids	I64	43912	256	4,8
tensor	layer13_attention_output	F32	1014504	32768	4,2048
tensor	layer13_block_output	F32	1047272	32768	4,2048
tensor	layer13_input	F32	1080040	32768	4,2048
tensor	layer13_input_rmsnorm	F32	1112808	32768	4,2048
tensor	layer13_moe_output	F32	1145576	32768	4,2048
tensor	layer13_post_attention_rmsnorm	F32	1178344	32768	4,2048
tensor	layer13_residual_output	F32	1211112	32768	4,2048
tensor	layer13_router_logits	F32	1243880	2048	4,128
tensor	layer13_routing_weights	F32	1245928	128	4,8
tensor	layer13_selected_expert_ids	I64	44168	256	4,8
tensor	layer14_attention_output	F32	1246056	32768	4,2048
tensor	layer14_block_output	F32	1278824	32768	4,2048
tensor	layer14_input	F32	1311592	32768	4,2048
tensor	layer14_input_rmsnorm	F32	1344360	32768	4,2048
tensor	layer14_moe_output	F32	1377128	32768	4,2048
tensor	layer14_post_attention_rmsnorm	F32	1409896	32768	4,2048
tensor	layer14_residual_output	F32	1442664	32768	4,2048
tensor	layer14_router_logits	F32	1475432	2048	4,128
tensor	layer14_routing_weights	F32	1477480	128	4,8
tensor	layer14_selected_expert_ids	I64	44424	256	4,8
tensor	layer15_attention_output	F32	1477608	32768	4,2048
tensor	layer15_block_output	F32	1510376	32768	4,2048
tensor	layer15_input	F32	1543144	32768	4,2048
tensor	layer15_input_rmsnorm	F32	1575912	32768	4,2048
tensor	layer15_moe_output	F32	1608680	32768	4,2048
tensor	layer15_post_attention_rmsnorm	F32	1641448	32768	4,2048
tensor	layer15_residual_output	F32	1674216	32768	4,2048
tensor	layer15_router_logits	F32	1706984	2048	4,128
tensor	layer15_routing_weights	F32	1709032	128	4,8
tensor	layer15_selected_expert_ids	I64	44680	256	4,8
tensor	layer16_attention_output	F32	1709160	32768	4,2048
tensor	layer16_block_output	F32	1741928	32768	4,2048
tensor	layer16_input	F32	1774696	32768	4,2048
